'Participant','Experiment','Type','Number','Correct','Aha','Impasse','Pleasure','Surprise','Certain'
145,2,1,4,0,50,50,51,50,50
145,2,1,5,0,50,61,50,50,18
145,2,1,6,1,60,9,50,50,82
145,2,1,7,1,100,8,100,0,100
145,2,1,8,NA,0,100,0,100,0
145,2,1,9,1,50,9,51,30,100
145,2,1,10,0,29,72,51,50,29
145,2,2,1,1,60,20,51,50,70
145,2,2,2,0,50,81,51,50,29
145,2,2,3,0,0,100,31,42,0
145,2,2,4,0,9,74,20,50,9
145,2,2,5,1,50,61,51,50,70
145,2,2,6,1,29,71,39,62,18
145,2,2,7,0,0,19,29,50,8
145,2,2,8,0,0,100,8,30,1
145,2,2,9,0,0,100,0,50,0
145,2,2,10,1,50,0,51,50,100
145,2,2,11,0,70,0,72,0,100
145,2,2,12,0,0,100,19,50,0
145,2,2,13,0,0,100,0,0,0
145,2,2,14,1,50,0,51,0,92
145,2,2,15,0,0,100,8,62,0
145,2,2,16,1,50,0,70,0,100
145,2,2,17,1,50,0,51,50,83
145,2,2,18,1,50,0,51,50,100
145,2,2,19,1,50,0,51,50,100
145,2,2,20,0,0,100,29,50,0
146,2,1,1,1,80,51,75,31,100
146,2,1,2,0,26,91,22,61,10
146,2,1,3,0,19,79,25,35,15
146,2,1,4,0,3,83,24,54,0
146,2,1,5,0,35,84,34,57,21
146,2,1,6,1,33,64,35,29,35
146,2,1,7,1,39,61,36,36,34
146,2,1,8,NA,52,53,52,52,52
146,2,1,9,1,35,46,39,45,37
146,2,1,10,1,43,40,46,34,43
146,2,2,1,0,18,75,63,30,0
146,2,2,2,0,21,21,26,57,0
146,2,2,3,0,25,71,20,38,3
146,2,2,4,0,66,28,62,28,77
146,2,2,5,0,37,84,62,63,3
146,2,2,6,0,3,91,23,20,6
146,2,2,7,0,5,79,41,24,1
146,2,2,8,1,83,8,72,21,100
146,2,2,9,1,74,16,81,7,100
146,2,2,10,1,68,15,66,10,100
146,2,2,11,0,21,100,51,20,0
146,2,2,12,0,17,75,25,5,0
146,2,2,13,0,0,79,40,35,0
146,2,2,14,1,79,31,74,9,100
146,2,2,15,1,82,0,80,9,100
146,2,2,16,1,95,8,68,6,100
146,2,2,17,0,15,100,54,31,0
146,2,2,18,1,82,20,69,13,100
146,2,2,19,1,79,6,75,14,100
146,2,2,20,1,82,0,87,11,100
147,2,1,1,1,40,50,81,50,82
147,2,1,2,0,81,80,91,50,90
147,2,1,3,0,0,50,50,50,50
147,2,1,4,1,91,50,87,50,73
147,2,1,5,1,71,50,71,50,70
147,2,1,6,1,60,92,60,51,39
147,2,1,7,0,4,84,50,50,3
147,2,1,8,NA,50,50,50,50,50
147,2,1,9,0,0,1,19,3,83
147,2,1,10,0,0,99,51,50,0
147,2,2,1,0,17,83,51,50,6
147,2,2,2,0,5,6,8,50,1
147,2,2,3,0,12,85,51,50,29
147,2,2,4,1,60,29,60,40,90
147,2,2,5,0,9,75,51,50,3
147,2,2,6,1,39,39,51,50,50
147,2,2,7,0,18,35,50,50,28
147,2,2,8,0,19,74,50,50,9
147,2,2,9,0,14,83,51,50,8
147,2,2,10,1,40,8,72,27,91
147,2,2,11,0,15,75,51,50,11
147,2,2,12,0,0,97,51,50,0
147,2,2,13,0,29,62,51,50,12
147,2,2,14,1,30,18,51,30,93
147,2,2,15,0,50,43,51,50,50
147,2,2,16,1,71,17,73,50,89
147,2,2,17,0,42,44,51,50,38
147,2,2,18,1,29,73,28,50,16
147,2,2,19,1,39,9,82,29,100
147,2,2,20,1,39,50,51,50,59
148,2,1,1,1,100,50,92,92,100
148,2,1,2,1,81,82,82,71,100
148,2,1,3,0,30,61,61,29,41
148,2,1,4,1,82,72,61,72,92
148,2,1,5,0,20,91,21,19,10
148,2,1,6,0,32,25,50,30,50
148,2,1,7,1,63,60,49,61,80
148,2,1,8,NA,62,64,62,62,42
148,2,1,9,1,29,30,29,20,81
148,2,1,10,1,10,40,61,40,29
148,2,2,1,0,19,82,50,16,10
148,2,2,2,0,18,83,19,13,8
148,2,2,3,0,21,81,9,14,8
148,2,2,4,0,10,22,23,68,8
148,2,2,5,0,6,95,7,5,0
148,2,2,6,0,9,90,7,17,19
148,2,2,7,0,21,60,31,20,29
148,2,2,8,1,70,36,70,22,96
148,2,2,9,0,10,18,22,21,1
148,2,2,10,0,73,74,64,19,0
148,2,2,11,1,22,80,31,20,19
148,2,2,12,1,73,21,63,21,98
148,2,2,13,0,5,14,8,16,1
148,2,2,14,1,76,61,76,67,98
148,2,2,15,1,48,30,64,26,93
148,2,2,16,1,93,28,73,59,100
148,2,2,17,1,59,42,57,25,29
148,2,2,18,0,20,20,20,20,0
148,2,2,19,1,71,32,67,69,97
148,2,2,20,1,60,19,61,41,70
149,2,1,1,0,20,100,9,15,1
149,2,1,2,1,50,20,50,50,100
149,2,1,3,1,67,34,81,70,88
149,2,1,4,1,10,24,31,50,84
149,2,1,5,1,75,50,81,50,85
149,2,1,6,0,0,70,0,0,0
149,2,1,7,1,29,13,60,87,88
149,2,1,8,NA,0,85,50,50,0
149,2,1,9,1,22,31,38,31,71
149,2,1,10,1,26,26,51,50,67
149,2,2,1,1,34,50,51,44,37
149,2,2,2,0,0,100,26,0,0
149,2,2,3,0,0,100,0,0,0
149,2,2,4,0,32,85,30,57,8
149,2,2,5,0,0,100,22,0,0
149,2,2,6,0,0,100,22,0,0
149,2,2,7,1,26,20,66,31,80
149,2,2,8,1,42,56,58,60,70
149,2,2,9,0,0,100,0,0,0
149,2,2,10,1,70,55,56,39,100
149,2,2,11,0,0,84,0,12,0
149,2,2,12,1,73,86,78,72,100
149,2,2,13,1,79,14,69,50,100
149,2,2,14,1,99,85,72,73,100
149,2,2,15,1,81,63,65,28,100
149,2,2,16,1,71,9,93,56,100
149,2,2,17,1,95,50,85,62,85
149,2,2,18,0,0,100,20,0,0
149,2,2,19,1,56,0,75,64,100
149,2,2,20,1,78,42,100,50,100
150,2,1,1,0,0,50,50,0,49
150,2,1,2,1,16,63,44,30,7
150,2,1,3,1,19,69,45,35,21
150,2,1,4,1,75,30,55,74,53
150,2,1,5,0,11,61,53,41,11
150,2,1,6,0,0,100,0,0,0
150,2,1,7,0,38,57,56,37,31
150,2,1,8,NA,0,100,0,0,0
150,2,1,9,1,10,12,65,20,98
150,2,1,10,0,19,30,63,30,62
150,2,2,1,1,38,59,59,41,32
150,2,2,2,0,3,97,4,3,2
150,2,2,3,0,0,98,1,1,1
150,2,2,4,0,0,99,0,1,1
150,2,2,5,0,14,82,15,14,3
150,2,2,6,0,0,95,1,3,0
150,2,2,7,1,79,28,74,33,91
150,2,2,8,0,57,59,59,60,58
150,2,2,9,1,79,26,77,66,83
150,2,2,10,1,81,15,77,75,75
150,2,2,11,0,3,98,4,7,3
150,2,2,12,1,66,17,70,22,79
150,2,2,13,0,2,99,2,4,1
150,2,2,14,1,67,7,62,20,83
150,2,2,15,0,0,100,0,0,0
150,2,2,16,1,67,15,82,22,94
150,2,2,17,1,73,5,69,44,80
150,2,2,18,1,70,26,66,60,78
150,2,2,19,0,0,99,0,0,0
150,2,2,20,1,80,22,82,64,88
151,2,1,1,0,1,81,1,13,0
151,2,1,2,0,0,100,0,52,1
151,2,1,3,0,19,30,51,49,40
151,2,1,4,1,90,61,71,40,85
151,2,1,5,0,9,61,25,4,9
151,2,1,6,1,70,65,70,30,80
151,2,1,7,1,40,10,48,0,90
151,2,1,8,NA,0,100,0,8,0
151,2,1,9,1,45,10,51,51,90
151,2,1,10,1,71,18,70,19,97
151,2,2,1,0,0,100,0,75,0
151,2,2,2,0,0,86,0,49,0
151,2,2,3,0,0,88,0,0,0
151,2,2,4,1,76,5,78,15,100
151,2,2,5,0,10,72,9,71,5
151,2,2,6,1,73,11,81,14,100
151,2,2,7,0,10,86,21,81,5
151,2,2,8,1,81,15,88,55,100
151,2,2,9,1,80,1,93,19,100
151,2,2,10,1,65,10,71,23,100
151,2,2,11,1,66,0,90,0,100
151,2,2,12,1,81,10,76,19,100
151,2,2,13,0,0,100,0,100,0
151,2,2,14,1,65,1,85,46,100
151,2,2,15,1,81,1,83,15,100
151,2,2,16,1,61,0,85,55,100
151,2,2,17,1,64,0,84,44,100
151,2,2,18,1,18,1,52,10,100
151,2,2,19,1,65,0,91,8,100
151,2,2,20,1,77,5,73,31,100
152,2,1,1,0,0,0,0,0,0
152,2,1,2,0,79,37,75,31,72
152,2,1,3,0,1,97,0,0,0
152,2,1,4,0,26,72,33,40,8
152,2,1,5,0,33,69,29,35,22
152,2,1,6,1,21,43,66,21,54
152,2,1,7,0,0,95,0,3,0
152,2,1,8,NA,0,0,0,0,1
152,2,1,9,1,43,59,45,45,58
152,2,1,10,1,57,65,55,38,31
152,2,2,1,1,59,35,62,36,74
152,2,2,2,0,2,98,3,3,3
152,2,2,3,0,54,54,54,47,72
152,2,2,4,0,42,55,46,46,36
152,2,2,5,0,31,64,39,41,37
152,2,2,6,1,66,31,67,30,73
152,2,2,7,0,36,76,41,36,36
152,2,2,8,1,55,46,54,37,64
152,2,2,9,1,55,37,55,45,54
152,2,2,10,1,55,42,53,44,62
152,2,2,11,1,32,35,59,29,62
152,2,2,12,1,57,39,58,40,77
152,2,2,13,0,41,61,42,37,33
152,2,2,14,1,56,31,62,28,80
152,2,2,15,1,60,25,58,30,75
152,2,2,16,1,66,35,69,37,76
152,2,2,17,1,69,23,60,30,63
152,2,2,18,0,37,66,39,40,38
152,2,2,19,1,41,27,65,36,78
152,2,2,20,1,59,37,58,35,77
153,2,1,1,0,30,63,62,59,65
153,2,1,2,0,25,79,35,64,20
153,2,1,3,1,63,55,60,53,73
153,2,1,4,1,83,38,80,29,83
153,2,1,5,0,35,30,28,27,25
153,2,1,6,1,5,57,57,70,20
153,2,1,7,0,36,65,63,28,62
153,2,1,8,NA,35,28,30,29,36
153,2,1,9,1,68,79,83,65,72
153,2,1,10,0,39,95,33,37,36
153,2,2,1,0,11,100,4,55,14
153,2,2,2,0,8,100,7,75,4
153,2,2,3,0,3,100,1,58,0
153,2,2,4,1,58,68,69,32,68
153,2,2,5,0,5,100,4,55,2
153,2,2,6,0,15,100,5,67,5
153,2,2,7,0,68,62,57,61,73
153,2,2,8,0,63,60,66,13,69
153,2,2,9,0,3,100,6,56,6
153,2,2,10,1,96,3,95,0,84
153,2,2,11,0,5,99,6,81,5
153,2,2,12,1,99,2,98,2,99
153,2,2,13,0,54,23,56,30,61
153,2,2,14,0,20,81,10,60,19
153,2,2,15,1,55,56,23,60,60
153,2,2,16,1,75,20,65,18,0
153,2,2,17,1,93,2,96,3,91
153,2,2,18,1,85,4,82,1,94
153,2,2,19,1,96,0,91,0,96
153,2,2,20,1,93,71,73,12,84
154,2,1,1,0,68,69,76,10,20
154,2,1,2,0,3,25,7,15,0
154,2,1,3,0,7,94,86,96,1
154,2,1,4,0,27,87,15,100,20
154,2,1,5,0,100,26,100,15,93
154,2,1,6,0,93,100,6,91,28
154,2,1,7,1,99,20,98,0,100
154,2,1,8,NA,100,88,16,93,100
154,2,1,9,1,13,76,71,8,30
154,2,1,10,0,74,88,69,82,100
154,2,2,1,0,1,91,22,18,0
154,2,2,2,0,28,70,66,68,22
154,2,2,3,1,68,18,84,23,86
154,2,2,4,0,55,40,44,59,45
154,2,2,5,0,8,73,5,15,21
154,2,2,6,0,69,100,16,0,0
154,2,2,7,0,41,63,61,67,58
154,2,2,8,0,22,94,14,28,21
154,2,2,9,0,26,65,18,21,7
154,2,2,10,1,56,59,57,59,59
154,2,2,11,0,42,88,19,91,6
154,2,2,12,0,20,74,30,71,20
154,2,2,13,0,25,68,21,22,34
154,2,2,14,1,18,76,19,24,19
154,2,2,15,0,27,25,87,86,80
154,2,2,16,1,24,29,75,25,69
154,2,2,17,0,39,100,40,0,63
154,2,2,18,0,75,100,0,0,0
154,2,2,19,0,0,100,5,13,0
154,2,2,20,1,65,27,70,27,64
155,2,1,1,0,0,100,0,100,0
155,2,1,2,0,0,100,0,0,0
155,2,1,3,0,0,100,0,0,0
155,2,1,4,0,100,0,100,0,100
155,2,1,5,0,100,0,0,0,100
155,2,1,6,0,0,0,0,0,0
155,2,1,7,0,0,100,0,100,0
155,2,1,8,NA,50,50,50,50,50
155,2,1,9,1,100,0,0,0,100
155,2,1,10,1,100,0,100,0,100
155,2,2,1,0,0,100,0,0,0
155,2,2,2,0,0,100,0,100,0
155,2,2,3,0,0,100,0,0,0
155,2,2,4,1,100,0,0,0,100
155,2,2,5,0,0,100,0,0,0
155,2,2,6,0,0,100,0,100,0
155,2,2,7,0,100,50,50,50,50
155,2,2,8,1,100,0,50,0,100
155,2,2,9,1,100,50,0,50,100
155,2,2,10,1,100,0,0,0,100
155,2,2,11,0,0,100,0,100,0
155,2,2,12,1,50,0,0,0,100
155,2,2,13,0,0,0,0,50,0
155,2,2,14,1,100,0,100,0,100
155,2,2,15,0,0,100,50,100,50
155,2,2,16,1,0,0,0,0,100
155,2,2,17,0,0,100,0,100,0
155,2,2,18,0,0,50,50,50,0
155,2,2,19,1,0,0,0,0,100
155,2,2,20,0,0,100,0,100,0
156,2,1,1,0,64,57,62,39,60
156,2,1,2,1,70,37,67,60,59
156,2,1,3,0,65,58,63,59,36
156,2,1,4,0,33,59,65,35,19
156,2,1,5,0,69,65,70,66,40
156,2,1,6,0,43,42,59,56,57
156,2,1,7,0,71,69,68,40,46
156,2,1,8,NA,62,41,62,40,39
156,2,1,9,0,59,59,67,61,45
156,2,1,10,0,84,64,81,62,18
156,2,2,1,1,23,65,20,34,5
156,2,2,2,0,40,65,40,64,9
156,2,2,3,0,72,30,71,34,82
156,2,2,4,0,67,31,37,76,31
156,2,2,5,0,60,71,57,59,13
156,2,2,6,1,79,19,71,24,100
156,2,2,7,0,36,69,42,53,24
156,2,2,8,0,38,41,40,40,14
156,2,2,9,1,31,25,60,12,100
156,2,2,10,1,9,24,34,35,100
156,2,2,11,1,25,72,76,45,13
156,2,2,12,0,20,79,57,41,8
156,2,2,13,0,70,69,39,27,0
156,2,2,14,1,77,34,75,26,91
156,2,2,15,0,73,82,71,40,0
156,2,2,16,1,100,38,57,36,100
156,2,2,17,1,79,10,87,22,100
156,2,2,18,0,35,69,61,19,11
156,2,2,19,1,82,5,81,3,100
156,2,2,20,1,15,37,42,33,94
157,2,1,1,1,60,10,80,15,95
157,2,1,2,1,50,10,60,10,95
157,2,1,3,1,70,10,80,20,100
157,2,1,4,1,70,10,80,20,100
157,2,1,5,0,20,30,50,10,60
157,2,1,6,1,70,10,90,10,90
157,2,1,7,1,60,10,90,10,95
157,2,1,8,NA,0,100,20,0,19
157,2,1,9,1,30,5,50,60,95
157,2,1,10,1,40,20,80,30,80
157,2,2,1,0,0,85,51,50,0
157,2,2,2,0,0,80,51,50,0
157,2,2,3,0,0,80,51,50,0
157,2,2,4,0,0,90,51,50,0
157,2,2,5,1,60,75,65,50,70
157,2,2,6,0,20,85,50,0,0
157,2,2,7,0,50,100,50,50,0
157,2,2,8,0,50,100,50,50,0
157,2,2,9,0,70,65,55,50,0
157,2,2,10,1,75,60,80,30,95
157,2,2,11,0,65,60,52,50,70
157,2,2,12,1,80,60,65,50,85
157,2,2,13,0,0,90,51,50,0
157,2,2,14,1,85,60,60,50,90
157,2,2,15,0,0,100,50,20,0
157,2,2,16,1,80,50,85,50,90
157,2,2,17,1,85,55,80,40,90
157,2,2,18,1,90,70,85,40,90
157,2,2,19,1,90,50,90,55,90
157,2,2,20,1,75,60,70,30,70
158,2,1,1,1,81,62,73,50,85
158,2,1,2,1,86,19,68,21,95
158,2,1,3,0,35,77,50,50,9
158,2,1,4,0,0,91,0,50,0
158,2,1,5,0,15,90,41,50,6
158,2,1,6,1,66,62,50,50,74
158,2,1,7,1,87,36,80,50,90
158,2,1,8,NA,0,91,49,50,0
158,2,1,9,0,50,67,51,50,29
158,2,1,10,0,0,88,51,50,0
158,2,2,1,1,40,70,50,50,40
158,2,2,2,0,0,83,51,50,0
158,2,2,3,0,0,80,41,50,0
158,2,2,4,0,0,77,23,50,0
158,2,2,5,0,0,86,11,50,0
158,2,2,6,1,40,60,60,50,30
158,2,2,7,0,0,80,30,50,0
158,2,2,8,0,0,100,0,70,0
158,2,2,9,0,15,71,51,50,14
158,2,2,10,0,0,100,20,60,0
158,2,2,11,0,0,100,0,100,0
158,2,2,12,1,75,34,81,40,81
158,2,2,13,0,30,61,51,50,8
158,2,2,14,0,4,91,40,50,0
158,2,2,15,0,0,84,34,50,0
158,2,2,16,1,75,40,60,50,75
158,2,2,17,0,0,100,0,50,0
158,2,2,18,0,0,100,20,72,0
158,2,2,19,1,85,60,90,30,90
158,2,2,20,1,20,70,51,50,10
159,2,1,1,0,50,50,50,50,50
159,2,1,2,0,50,50,50,50,0
159,2,1,3,0,50,50,50,50,50
159,2,1,4,0,50,50,51,50,50
159,2,1,5,0,50,50,50,50,50
159,2,1,6,0,50,50,50,50,50
159,2,1,7,0,50,50,50,50,50
159,2,1,8,NA,50,50,50,50,50
159,2,1,9,0,50,50,51,50,50
159,2,1,10,0,50,50,51,50,50
159,2,2,1,1,71,50,51,50,67
159,2,2,2,0,0,100,51,50,0
159,2,2,3,0,30,96,51,50,29
159,2,2,4,0,73,70,73,43,69
159,2,2,5,0,50,50,51,50,50
159,2,2,6,0,0,99,51,50,0
159,2,2,7,1,72,62,69,50,72
159,2,2,8,1,93,72,82,72,91
159,2,2,9,1,70,50,69,50,62
159,2,2,10,1,72,61,70,30,72
159,2,2,11,0,0,96,51,62,50
159,2,2,12,1,70,68,70,50,70
159,2,2,13,0,19,50,51,50,9
159,2,2,14,0,7,93,51,50,0
159,2,2,15,0,11,77,51,50,0
159,2,2,16,1,80,25,80,15,82
159,2,2,17,0,19,94,51,50,8
159,2,2,18,1,71,50,100,18,82
159,2,2,19,0,11,92,51,50,7
159,2,2,20,1,60,50,51,50,50
160,2,1,1,1,36,8,61,28,95
160,2,1,2,1,64,0,67,32,100
160,2,1,3,0,62,31,59,28,28
160,2,1,4,0,27,68,28,28,19
160,2,1,5,1,29,0,28,30,100
160,2,1,6,0,30,65,27,28,27
160,2,1,7,1,30,25,29,29,63
160,2,1,8,NA,0,0,0,0,0
160,2,1,9,1,0,0,65,0,100
160,2,1,10,1,65,35,66,28,70
160,2,2,1,0,16,0,30,0,0
160,2,2,2,0,0,100,19,0,0
160,2,2,3,0,25,67,24,25,30
160,2,2,4,0,22,0,40,0,34
160,2,2,5,0,14,69,21,18,16
160,2,2,6,1,32,17,22,20,24
160,2,2,7,0,31,60,28,28,24
160,2,2,8,1,69,0,67,11,100
160,2,2,9,0,27,68,26,26,31
160,2,2,10,1,59,0,60,23,80
160,2,2,11,0,0,0,0,0,0
160,2,2,12,1,66,0,67,24,100
160,2,2,13,1,70,0,69,20,100
160,2,2,14,1,12,0,60,0,100
160,2,2,15,1,64,0,65,20,100
160,2,2,16,1,30,0,63,19,100
160,2,2,17,1,25,0,63,0,100
160,2,2,18,1,83,15,72,15,100
160,2,2,19,1,59,0,75,28,100
160,2,2,20,0,0,100,0,0,0
161,2,1,1,0,17,81,24,50,16
161,2,1,2,0,31,75,50,50,0
161,2,1,3,0,29,21,56,57,31
161,2,1,4,0,13,74,31,66,9
161,2,1,5,0,23,77,31,31,8
161,2,1,6,0,57,42,56,50,65
161,2,1,7,1,65,54,59,54,69
161,2,1,8,NA,50,50,50,50,50
161,2,1,9,1,42,57,64,55,64
161,2,1,10,0,55,30,64,42,57
161,2,2,1,1,81,50,78,39,88
161,2,2,2,0,0,100,21,19,0
161,2,2,3,1,74,53,68,29,64
161,2,2,4,0,70,83,71,34,83
161,2,2,5,0,0,74,10,35,0
161,2,2,6,0,30,73,51,43,24
161,2,2,7,0,15,73,53,47,1
161,2,2,8,1,76,50,63,50,75
161,2,2,9,0,0,82,50,50,0
161,2,2,10,1,77,24,66,55,93
161,2,2,11,0,0,79,26,28,0
161,2,2,12,1,82,18,79,24,93
161,2,2,13,0,0,79,50,50,0
161,2,2,14,1,68,28,74,21,85
161,2,2,15,0,0,100,0,0,0
161,2,2,16,1,84,34,74,43,94
161,2,2,17,1,77,50,78,38,86
161,2,2,18,1,71,46,63,41,59
161,2,2,19,1,79,50,63,39,79
161,2,2,20,1,74,27,65,38,86
162,2,1,1,0,55,64,68,42,77
162,2,1,2,1,84,22,87,17,91
162,2,1,3,1,94,11,93,10,93
162,2,1,4,1,93,13,94,10,95
162,2,1,5,0,19,85,73,56,28
162,2,1,6,1,70,65,81,35,75
162,2,1,7,1,73,65,82,36,89
162,2,1,8,NA,86,59,89,41,81
162,2,1,9,1,93,15,86,12,94
162,2,1,10,0,3,97,69,45,0
162,2,2,1,0,3,95,44,55,0
162,2,2,2,0,3,94,54,55,0
162,2,2,3,0,26,62,65,60,44
162,2,2,4,0,1,93,47,49,0
162,2,2,5,0,0,100,48,49,0
162,2,2,6,0,10,83,68,57,12
162,2,2,7,0,10,93,40,72,8
162,2,2,8,0,1,99,44,46,0
162,2,2,9,1,64,18,80,15,88
162,2,2,10,1,60,33,72,24,71
162,2,2,11,0,62,55,84,34,56
162,2,2,12,1,19,72,72,61,29
162,2,2,13,1,40,18,73,20,91
162,2,2,14,1,61,40,82,20,72
162,2,2,15,1,56,47,70,41,72
162,2,2,16,1,91,11,92,11,100
162,2,2,17,1,68,23,86,22,88
162,2,2,18,1,53,58,67,57,39
162,2,2,19,1,97,5,89,6,100
162,2,2,20,1,68,36,75,19,84
163,2,1,1,0,50,50,50,41,41
163,2,1,2,0,38,100,50,50,0
163,2,1,3,1,50,50,50,52,50
163,2,1,4,0,35,68,41,50,27
163,2,1,5,0,30,93,29,35,1
163,2,1,6,0,32,100,45,44,0
163,2,1,7,1,43,37,47,50,50
163,2,1,8,NA,36,97,32,32,28
163,2,1,9,1,50,50,51,50,61
163,2,1,10,1,57,57,58,56,56
163,2,2,1,0,31,100,31,39,0
163,2,2,2,0,50,50,51,50,50
163,2,2,3,0,50,81,51,50,50
163,2,2,4,0,32,94,32,38,7
163,2,2,5,0,35,71,35,34,24
163,2,2,6,0,48,70,51,50,41
163,2,2,7,0,30,88,31,32,3
163,2,2,8,1,63,42,62,38,59
163,2,2,9,0,29,97,30,32,8
163,2,2,10,1,61,25,63,63,78
163,2,2,11,0,36,69,37,34,30
163,2,2,12,1,72,33,72,56,74
163,2,2,13,0,37,83,42,50,13
163,2,2,14,1,69,33,68,57,74
163,2,2,15,1,76,25,61,41,87
163,2,2,16,1,50,50,50,50,50
163,2,2,17,0,24,97,32,40,24
163,2,2,18,1,68,43,68,65,90
163,2,2,19,1,73,27,63,40,84
163,2,2,20,1,68,23,69,40,69
164,2,1,1,1,64,58,58,57,65
164,2,1,2,0,0,0,0,0,0
164,2,1,3,0,0,0,58,0,100
164,2,1,4,1,63,57,51,50,54
164,2,1,5,0,0,100,0,67,0
164,2,1,6,0,0,50,0,50,0
164,2,1,7,0,37,50,50,50,37
164,2,1,8,NA,0,100,0,0,0
164,2,1,9,1,46,63,38,41,61
164,2,1,10,0,0,100,51,0,0
164,2,2,1,0,50,93,51,50,3
164,2,2,2,0,0,100,5,50,0
164,2,2,3,0,50,97,51,50,0
164,2,2,4,0,0,100,51,50,0
164,2,2,5,0,50,50,51,50,50
164,2,2,6,0,0,100,5,51,0
164,2,2,7,0,0,100,50,50,0
164,2,2,8,0,0,81,0,50,7
164,2,2,9,0,0,100,51,50,0
164,2,2,10,0,0,100,51,50,0
164,2,2,11,0,50,50,51,50,50
164,2,2,12,1,17,50,54,43,54
164,2,2,13,0,0,100,14,50,0
164,2,2,14,0,50,100,6,50,50
164,2,2,15,0,0,100,51,50,0
164,2,2,16,1,50,0,50,0,100
164,2,2,17,0,0,100,51,50,50
164,2,2,18,0,0,100,42,50,50
164,2,2,19,1,51,0,52,0,100
164,2,2,20,0,50,100,51,50,50
165,2,1,1,0,0,100,50,50,0
165,2,1,2,1,35,72,88,70,89
165,2,1,3,1,9,85,35,57,61
165,2,1,4,0,4,24,71,35,61
165,2,1,5,0,0,80,46,50,12
165,2,1,6,1,0,3,68,2,76
165,2,1,7,1,0,1,52,11,67
165,2,1,8,NA,0,100,50,50,0
165,2,1,9,1,0,0,59,15,94
165,2,1,10,0,0,59,9,7,0
165,2,2,1,0,0,100,50,50,0
165,2,2,2,0,0,100,51,50,0
165,2,2,3,0,0,100,50,50,1
165,2,2,4,0,0,100,50,50,0
165,2,2,5,0,0,100,51,50,0
165,2,2,6,0,2,100,14,50,1
165,2,2,7,0,0,100,50,50,0
165,2,2,8,0,0,100,50,50,0
165,2,2,9,1,81,80,98,56,95
165,2,2,10,0,0,100,1,43,0
165,2,2,11,0,0,0,50,50,0
165,2,2,12,0,0,100,51,50,0
165,2,2,13,1,40,27,100,60,86
165,2,2,14,0,0,100,50,50,0
165,2,2,15,0,0,100,51,50,0
165,2,2,16,1,64,54,100,38,99
165,2,2,17,1,98,42,100,70,99
165,2,2,18,1,63,55,72,32,99
165,2,2,19,1,81,10,85,42,100
165,2,2,20,0,0,100,51,50,0
166,2,1,1,0,10,79,10,33,6
166,2,1,2,0,12,75,11,12,6
166,2,1,3,0,20,55,33,34,17
166,2,1,4,0,11,62,17,19,9
166,2,1,5,0,11,85,11,14,4
166,2,1,6,1,20,71,33,33,9
166,2,1,7,0,12,87,21,23,9
166,2,1,8,NA,17,68,14,25,11
166,2,1,9,0,29,40,39,39,16
166,2,1,10,0,27,38,34,31,19
166,2,2,1,0,19,84,20,50,0
166,2,2,2,0,21,75,18,42,7
166,2,2,3,0,17,69,22,24,17
166,2,2,4,0,30,66,34,34,6
166,2,2,5,0,15,77,18,20,10
166,2,2,6,0,29,70,30,29,15
166,2,2,7,0,0,93,18,21,0
166,2,2,8,0,50,61,55,58,31
166,2,2,9,1,56,56,56,56,39
166,2,2,10,1,37,56,59,57,66
166,2,2,11,1,21,69,36,31,30
166,2,2,12,1,64,60,62,57,68
166,2,2,13,1,54,58,69,39,79
166,2,2,14,1,82,81,89,45,71
166,2,2,15,0,31,61,37,44,27
166,2,2,16,1,47,49,69,50,82
166,2,2,17,0,35,68,35,36,9
166,2,2,18,1,68,48,70,50,77
166,2,2,19,1,62,63,64,50,73
166,2,2,20,1,71,82,92,52,71
167,2,1,1,0,0,97,30,50,0
167,2,1,2,0,0,100,19,50,0
167,2,1,3,0,9,50,70,0,92
167,2,1,4,1,0,0,100,0,100
167,2,1,5,1,30,50,100,51,100
167,2,1,6,0,0,0,100,0,100
167,2,1,7,1,0,62,72,9,79
167,2,1,8,NA,0,50,50,50,0
167,2,1,9,1,0,0,51,50,100
167,2,1,10,0,0,50,51,50,82
167,2,2,1,1,81,61,100,11,81
167,2,2,2,1,0,75,37,23,21
167,2,2,3,1,61,29,82,0,81
167,2,2,4,0,0,100,8,0,0
167,2,2,5,0,0,100,0,0,0
167,2,2,6,0,0,100,9,0,0
167,2,2,7,1,50,30,100,10,100
167,2,2,8,1,0,0,100,0,100
167,2,2,9,0,0,100,9,0,0
167,2,2,10,1,70,60,90,0,100
167,2,2,11,1,0,70,70,40,30
167,2,2,12,1,0,0,100,0,100
167,2,2,13,0,0,100,9,51,19
167,2,2,14,1,0,0,100,0,100
167,2,2,15,0,0,100,0,0,0
167,2,2,16,1,0,0,100,0,100
167,2,2,17,1,0,0,100,20,100
167,2,2,18,1,70,0,90,0,100
167,2,2,19,1,0,0,100,0,100
167,2,2,20,1,19,60,50,40,30
168,2,1,1,1,85,57,82,59,100
168,2,1,2,1,99,64,89,38,100
168,2,1,3,0,57,30,90,39,100
168,2,1,4,1,69,63,41,38,39
168,2,1,5,0,0,87,3,55,0
168,2,1,6,0,19,63,37,15,15
168,2,1,7,0,21,83,40,60,23
168,2,1,8,NA,39,92,39,38,25
168,2,1,9,0,68,7,67,35,99
